Inventario_inicialID,Tienda,MarcaID,Descripcion,Tamaño,Cantidad_Ventas,Venta_Total,Precio_Unitario,Fecha_Venta,Volumen,Clasificacion,Impuesto,ProveedorID,Nombre_Proveedor,VentasID,Cantidad
1_HARDERSFIELD_1004,1,1004,Jim Beam w/2 Rocks Glasses,750mL,1,16.49,16.49,1/1/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,1,1
1_HARDERSFIELD_1004,1,1004,Jim Beam w/2 Rocks Glasses,750mL,2,32.98,16.49,1/2/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,2,1
1_HARDERSFIELD_1004,1,1004,Jim Beam w/2 Rocks Glasses,750mL,1,16.49,16.49,1/3/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,3,1
1_HARDERSFIELD_1004,1,1004,Jim Beam w/2 Rocks Glasses,750mL,1,14.49,14.49,1/8/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,4,1
1_HARDERSFIELD_1005,1,1005,Maker's Mark Combo Pack,375mL 2 Pk,2,69.98,34.99,1/9/2016,375,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,5,2
1_HARDERSFIELD_1005,1,1005,Maker's Mark Combo Pack,375mL 2 Pk,1,34.99,34.99,1/15/2016,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,6,2
1_HARDERSFIELD_1005,1,1005,Maker's Mark Combo Pack,375mL 2 Pk,1,34.99,34.99,1/22/2016,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,7,2
1_HARDERSFIELD_1005,1,1005,Maker's Mark Combo Pack,375mL 2 Pk,1,34.99,34.99,1/30/2016,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,8,2
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,4,59.96,14.99,1/5/2016,750,2,0.45,2000,SOUTHERN WINE & SPIRITS NE ,9,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/6/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,10,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/8/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,11,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/10/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,12,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/19/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,13,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,3,44.97,14.99,1/22/2016,750,2,0.34,2000,SOUTHERN WINE & SPIRITS NE ,14,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,2,29.98,14.99,1/23/2016,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,15,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/25/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,16,1
1_HARDERSFIELD_10058,1,10058,F Coppola Dmd Ivry Cab Svgn,750mL,1,14.99,14.99,1/29/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,17,1
1_HARDERSFIELD_1006,1,1006,Jim Beam Candy Cane 4/50mLs,50mL 4 Pk,1,3.99,3.99,1/29/2016,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    ,18,4
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/1/2016,750,2,0.11,10754,PERFECTA WINES             ,19,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/2/2016,750,2,0.11,10754,PERFECTA WINES             ,20,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/5/2016,750,2,0.11,10754,PERFECTA WINES             ,21,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/7/2016,750,2,0.11,10754,PERFECTA WINES             ,22,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,3,26.97,8.99,1/9/2016,750,2,0.34,10754,PERFECTA WINES             ,23,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/14/2016,750,2,0.11,10754,PERFECTA WINES             ,24,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/16/2016,750,2,0.11,10754,PERFECTA WINES             ,25,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/18/2016,750,2,0.11,10754,PERFECTA WINES             ,26,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,2,17.98,8.99,1/22/2016,750,2,0.22,10754,PERFECTA WINES             ,27,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/23/2016,750,2,0.11,10754,PERFECTA WINES             ,28,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,3,26.97,8.99,1/24/2016,750,2,0.34,10754,PERFECTA WINES             ,29,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/28/2016,750,2,0.11,10754,PERFECTA WINES             ,30,1
1_HARDERSFIELD_10062,1,10062,Terroirs du Rhone,750mL,1,8.99,8.99,1/30/2016,750,2,0.11,10754,PERFECTA WINES             ,31,1
1_HARDERSFIELD_1009,1,1009,Rebel Yell Variety Pack,750mL 3 Pk,1,49.99,49.99,1/2/2016,750,1,0.79,8352,LUXCO INC                  ,32,3
1_HARDERSFIELD_1012,1,1012,Courvoisier VSOP VAP,750mL,1,34.99,34.99,1/29/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,33,1
1_HARDERSFIELD_1013,1,1013,Kahlua Pumpkin Spice Liqueur,750mL,1,18.99,18.99,1/6/2016,750,1,0.79,17035,PERNOD RICARD USA          ,34,1
1_HARDERSFIELD_1013,1,1013,Kahlua Pumpkin Spice Liqueur,750mL,1,18.99,18.99,1/29/2016,750,1,0.79,17035,PERNOD RICARD USA          ,35,1
1_HARDERSFIELD_1019,1,1019,Drambuie Glass Pack,750mL,1,26.99,26.99,1/9/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,36,1
1_HARDERSFIELD_1019,1,1019,Drambuie Glass Pack,750mL,1,26.99,26.99,1/20/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   ,37,1
1_HARDERSFIELD_1020,1,1020,B & B Dom VAP,750mL,1,24.99,24.99,1/29/2016,750,1,0.79,480,BACARDI USA INC            ,38,1
1_HARDERSFIELD_1021,1,1021,St Brendans Peppermint Bark,750mL,12,167.88,13.99,1/29/2016,750,1,9.45,8352,LUXCO INC                  ,39,1
1_HARDERSFIELD_1022,1,1022,St Brendans Salted Caramel,750mL,1,13.99,13.99,1/30/2016,750,1,0.79,8352,LUXCO INC                  ,40,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/6/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,41,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/9/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,42,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/12/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,43,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/14/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,44,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/16/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,45,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,2,31.98,15.99,1/19/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,46,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/22/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,47,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,2,31.98,15.99,1/23/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,48,1
1_HARDERSFIELD_10236,1,10236,Layer Cake Malbec Mendoza,750mL,1,15.99,15.99,1/28/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,49,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,1/2/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,50,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,1/6/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,51,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,1/9/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,52,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,1/12/2016,750,2,0.45,4425,MARTIGNETTI COMPANIES,53,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,3,47.97,15.99,1/14/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES,54,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,2,31.98,15.99,1/15/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,55,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,4,63.96,15.99,1/16/2016,750,2,0.45,4425,MARTIGNETTI COMPANIES,56,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,1/19/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,57,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,6,95.94,15.99,1/22/2016,750,2,0.68,4425,MARTIGNETTI COMPANIES,58,1
1_HARDERSFIELD_10238,1,10238,Layer Cake Primitivo Puglia,750mL,1,15.99,15.99,1/29/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,59,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/2/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,60,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/4/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,61,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/7/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,62,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,10,139.9,13.99,1/9/2016,750,2,1.12,4425,MARTIGNETTI COMPANIES,63,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/16/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,64,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/19/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,65,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,4,55.96,13.99,1/22/2016,750,2,0.45,4425,MARTIGNETTI COMPANIES,66,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,2,27.98,13.99,1/23/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES,67,1
1_HARDERSFIELD_10239,1,10239,Cannonball Cab Svgn Cal,750mL,1,13.99,13.99,1/29/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES,68,1
1_HARDERSFIELD_1024,1,1024,Hennessey VS +VSOP 50mL,750mL,36,1007.64,27.99,1/13/2016,750,1,28.35,8112,MOET HENNESSY USA INC      ,69,1
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,1/8/2016,750,2,0.22,9819,TREASURY WINE ESTATES      ,70,1
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,1,6.99,6.99,1/13/2016,750,2,0.11,9819,TREASURY WINE ESTATES      ,71,1
1_HARDERSFIELD_10254,1,10254,Beringer Classic Chard,750mL,2,13.98,6.99,1/26/2016,750,2,0.22,9819,TREASURY WINE ESTATES      ,72,1
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,1/2/2016,750,2,0.22,10754,PERFECTA WINES             ,73,1
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,1/10/2016,750,2,0.11,10754,PERFECTA WINES             ,74,1
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,6,179.94,29.99,1/13/2016,750,2,0.68,10754,PERFECTA WINES             ,75,1
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,2,59.98,29.99,1/16/2016,750,2,0.22,10754,PERFECTA WINES             ,76,1
1_HARDERSFIELD_10264,1,10264,Fort Ross Pnt Nr Sonoma Cst,750mL,1,29.99,29.99,1/17/2016,750,2,0.11,10754,PERFECTA WINES             ,77,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/9/2016,750,2,0.11,9552,M S WALKER INC             ,78,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/10/2016,750,2,0.11,9552,M S WALKER INC             ,79,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/15/2016,750,2,0.11,9552,M S WALKER INC             ,80,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/16/2016,750,2,0.11,9552,M S WALKER INC             ,81,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/22/2016,750,2,0.11,9552,M S WALKER INC             ,82,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,2,33.98,16.99,1/23/2016,750,2,0.22,9552,M S WALKER INC             ,83,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/24/2016,750,2,0.11,9552,M S WALKER INC             ,84,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/26/2016,750,2,0.11,9552,M S WALKER INC             ,85,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/29/2016,750,2,0.11,9552,M S WALKER INC             ,86,1
1_HARDERSFIELD_10266,1,10266,Klinker Brick Old Vine Znfdl,750mL,1,16.99,16.99,1/30/2016,750,2,0.11,9552,M S WALKER INC             ,87,1
1_HARDERSFIELD_1029,1,1029,Fulton's Harvest Apple Pie L,750mL,1,9.99,9.99,1/3/2016,750,1,0.79,3924,HEAVEN HILL DISTILLERIES   ,88,1
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,1/7/2016,750,2,0.11,3252,E & J GALLO WINERY         ,89,1
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,1,15.99,15.99,1/8/2016,750,2,0.11,3252,E & J GALLO WINERY         ,90,1
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,1/16/2016,750,2,0.22,3252,E & J GALLO WINERY         ,91,1
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,3,47.97,15.99,1/23/2016,750,2,0.34,3252,E & J GALLO WINERY         ,92,1
1_HARDERSFIELD_10296,1,10296,Alamos Slcn Malbec Mendoza,750mL,2,31.98,15.99,1/29/2016,750,2,0.22,3252,E & J GALLO WINERY         ,93,1
1_HARDERSFIELD_1031,1,1031,Avion Tasting Flight 3/375mL,375mL 3 Pk,1,44.99,44.99,1/9/2016,375,1,0.39,17035,PERNOD RICARD USA          ,94,3
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,1/2/2016,750,1,0.79,17035,PERNOD RICARD USA          ,95,1
1_HARDERSFIELD_1033,1,1033,Chivas Regal w/ 2 Glasses,750mL,1,29.99,29.99,1/3/2016,750,1,0.79,17035,PERNOD RICARD USA          ,96,1
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,2,21.98,10.99,1/7/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,97,1
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,1/9/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,98,1
1_HARDERSFIELD_1035,1,1035,Pinnacle Vodka Gift Pak,750mL + 3/,1,10.99,10.99,1/10/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,99,1
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,2,79.98,39.99,1/4/2016,200,1,0.42,17035,PERNOD RICARD USA          ,100,3
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,1/8/2016,200,1,0.21,17035,PERNOD RICARD USA          ,101,3
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,1/22/2016,200,1,0.21,17035,PERNOD RICARD USA          ,102,3
1_HARDERSFIELD_1036,1,1036,Jameson Trilogy Pack,200mL 3 Pk,1,39.99,39.99,1/23/2016,200,1,0.21,17035,PERNOD RICARD USA          ,103,3
1_HARDERSFIELD_1037,1,1037,JP Wiser's Rye w/ 2 Glasses,750mL,1,21.99,21.99,1/23/2016,750,1,0.79,17035,PERNOD RICARD USA          ,104,1
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,1/18/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,105,1
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,1/26/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,106,1
1_HARDERSFIELD_1039,1,1039,Three Olives Vodka w/Flask,750mL,1,12.99,12.99,1/30/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,107,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,1/6/2016,750,2,0.22,3252,E & J GALLO WINERY         ,108,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,1/7/2016,750,2,0.22,3252,E & J GALLO WINERY         ,109,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,1/15/2016,750,2,0.11,3252,E & J GALLO WINERY         ,110,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,1/21/2016,750,2,0.11,3252,E & J GALLO WINERY         ,111,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,1/22/2016,750,2,0.22,3252,E & J GALLO WINERY         ,112,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,1/23/2016,750,2,0.11,3252,E & J GALLO WINERY         ,113,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,1,6.29,6.29,1/27/2016,750,2,0.11,3252,E & J GALLO WINERY         ,114,1
1_HARDERSFIELD_10420,1,10420,Barefoot Moscato Cal,750mL,2,12.58,6.29,1/29/2016,750,2,0.22,3252,E & J GALLO WINERY         ,115,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,1/3/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,116,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,1/7/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,117,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/9/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,118,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/10/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,119,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,1/13/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,120,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/15/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,121,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,1/18/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,122,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,1,10.99,10.99,1/24/2016,1500,2,0.22,3252,E & J GALLO WINERY         ,123,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/26/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,124,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/27/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,125,1
1_HARDERSFIELD_10421,1,10421,Barefoot Moscato Cal,1.5L,2,21.98,10.99,1/28/2016,1500,2,0.45,3252,E & J GALLO WINERY         ,126,1
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,4,75.96,18.99,1/8/2016,750,2,0.45,10754,PERFECTA WINES             ,127,1
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,6,113.94,18.99,1/18/2016,750,2,0.68,10754,PERFECTA WINES             ,128,1
1_HARDERSFIELD_10441,1,10441,Charles Smith Boom Boom Syra,750mL,2,37.98,18.99,1/20/2016,750,2,0.22,10754,PERFECTA WINES             ,129,1
1_HARDERSFIELD_10443,1,10443,Charles Smith Kung Fu Girl R,750mL,1,11.99,11.99,1/2/2016,750,2,0.11,10754,PERFECTA WINES             ,130,1
1_HARDERSFIELD_10443,1,10443,Charles Smith Kung Fu Girl R,750mL,1,13.99,13.99,1/29/2016,750,2,0.11,10754,PERFECTA WINES             ,131,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,3,29.97,9.99,1/2/2016,750,2,0.34,7153,PINE STATE TRADING CO      ,132,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,1/6/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,133,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,1/7/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,134,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,7,69.93,9.99,1/9/2016,750,2,0.79,7153,PINE STATE TRADING CO      ,135,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,12,119.88,9.99,1/10/2016,750,2,1.35,7153,PINE STATE TRADING CO      ,136,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,1/18/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,137,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,12,119.88,9.99,1/21/2016,750,2,1.35,7153,PINE STATE TRADING CO      ,138,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,1/22/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,139,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,2,19.98,9.99,1/23/2016,750,2,0.22,7153,PINE STATE TRADING CO      ,140,1
1_HARDERSFIELD_10451,1,10451,Line 39 Cab Svgn Lake Cnty,750mL,1,9.99,9.99,1/27/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,141,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,2,19.98,9.99,1/6/2016,750,2,0.22,7153,PINE STATE TRADING CO      ,142,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,12,119.88,9.99,1/8/2016,750,2,1.35,7153,PINE STATE TRADING CO      ,143,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/14/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,144,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/17/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,145,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/20/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,146,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/22/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,147,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/25/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,148,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/27/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,149,1
1_HARDERSFIELD_10453,1,10453,Line 39 Svgn Bl Lake County,750mL,1,9.99,9.99,1/31/2016,750,2,0.11,7153,PINE STATE TRADING CO      ,150,1
1_HARDERSFIELD_10469,1,10469,Easton Svgn Bl Sierra Foothl,750mL,2,35.98,17.99,1/27/2016,750,2,0.22,90024,VINILANDIA USA             ,151,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/9/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,152,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/15/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,153,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/16/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,154,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/25/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,155,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/27/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,156,1
1_HARDERSFIELD_10472,1,10472,Clos du Bois Pnt Nr Cal,750mL,1,12.99,12.99,1/30/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,157,1
